L1,C,L1L2,L2,AaA,LoR,Edu.day,Sex,Family,ISO639.3,Enroll,Speaking,morph,lex,new_feat,new_sounds
English,UnitedStates,EnglishGerman,German,45,3,4,Male,Indo-European,eng ,94,540,0.0094,0.083191,11,19
Russian,USSR,RussianMonolingual,Monolingual,25,2,1,Female,Indo-European,rus ,90,544,0.0468,0.396083,12,22
Russian,USSR,RussianMonolingual,Monolingual,22,3,3,Male,Indo-European,rus ,90,527,0.0468,0.396083,12,22
German,Germany,GermanEnglish,English,12,9,3,Male,Indo-European,deu ,101,531,-0.0171,0.037325,6,13
Polish,Poland,PolishEnglish,English,27,3,4,Female,Indo-European,pol ,100,527,0.0479,0.388004,14,25
English,Afghanistan,EnglishEnglish,English,25,5,4,Female,Indo-European,eng ,19,511,0.0094,0.083191,11,19
French,France,FrenchEnglish,English,37,5,3,Female,Indo-European,fra ,113,521,0.0128,0.398095,10,15
German,Switzerland,GermanFrench,French,32,0,2,Female,Indo-European,deu ,94,569,-0.0171,0.037325,6,13
Arabic,Iraq,ArabicEnglish,English,26,2,3,Male,Afro-Asiatic,ara ,47,528,0.0638,0.595079,21,24
Russian,USSR,RussianUkranian,Ukranian,31,2,3,Female,Indo-European,rus ,90,508,0.0468,0.396083,12,22
Russian,USSR,RussianEnglish,English,27,1,4,Female,Indo-European,rus ,90,499,0.0468,0.396083,12,22
Persian,Iran,PersianEnglish,English,30,3,1,Female,Indo-European,fas ,77,464,0.0603,0.555295,21,21
Spanish,Venezuela,SpanishEnglish,English,35,2,3,Female,Indo-European,spa ,74,548,0.0193,0.398649,18,23
Italian,Italy,ItalianEnglish,English,25,7,3,Male,Indo-European,ita ,99,543,-0.0011,0.358612,17,18
German,Germany,GermanEnglish,English,20,1,3,Female,Indo-European,deu ,101,541,-0.0171,0.037325,6,13
Persian,Iran,PersianAzerbaijani,Azerbaijani,31,3,3,Male,Indo-European,fas ,77,496,0.0603,0.555295,21,21
Tagalog,Philippines,TagalogEnglish,English,25,2,3,Female,Austronesian,tgl ,83,465,0.2423,0.595079,24,22
Persian,Iran,PersianEnglish,English,26,12,3,Female,Indo-European,fas ,77,561,0.0603,0.555295,21,21
French,France,FrenchEnglish,English,25,1,2,Male,Indo-European,fra ,113,460,0.0128,0.398095,10,15
Russian,Russia,RussianEnglish,English,31,5,4,Female,Indo-European,rus ,84,504,0.0468,0.396083,12,22
Turkish,Turkey,TurkishEnglish,English,28,1,4,Male,Altaic,tur ,79,516,0.05,0.595079,8,20
Turkish,Turkey,TurkishMonolingual,Monolingual,17,5,3,Female,Altaic,tur ,79,552,0.05,0.595079,8,20
Armenian,Armenia,ArmenianEnglish,English,26,1,3,Female,Indo-European,hye ,88,534,0.0298,0.492995,21,23
Kurdish,Iraq,KurdishArabic,Arabic,43,4,4,Male,Indo-European,kur ,47,506,0.0523,0.4257,11,22
German,Germany,GermanEnglish,English,21,1,1,Female,Indo-European,deu ,101,507,-0.0171,0.037325,6,13
Danish,Denmark,DanishEnglish,English,30,1,1,Male,Indo-European,dan ,124,571,0,0.0808,NA,NA
Danish,Denmark,DanishEnglish,English,20,1,3,Female,Indo-European,dan ,124,579,0,0.0808,NA,NA
Ukranian,Ukraine,UkranianEnglish,English,29,3,3,Female,Indo-European,ukr ,92,521,0.0468,0.3941,20,22
German,Germany,GermanEnglish,English,19,1,3,Female,Indo-European,deu ,101,548,-0.0171,0.037325,6,13
Russian,USSR,RussianEnglish,English,24,1,3,Female,Indo-European,rus ,90,546,0.0468,0.396083,12,22
Arabic,Iraq,ArabicEnglish,English,20,7,4,Male,Afro-Asiatic,ara ,47,508,0.0638,0.595079,21,24
Serbian,Yugoslavia,SerbianEnglish,English,26,2,3,Female,Indo-European,srp ,85,522,0.0638,0.395005,11,19
English,Canada,EnglishMonolingual,Monolingual,23,2,4,Female,Indo-European,eng ,101,546,0.0094,0.083191,11,19
Chinese,China,ChineseMonolingual,Monolingual,15,5,2,Female,Sino-Tibetan,zho ,67,510,0.2937,0.595079,NA,NA
French,France,FrenchEnglish,English,26,0,3,Female,Indo-European,fra ,113,498,0.0128,0.398095,10,15
English,India,EnglishHindi,Hindi,36,3,4,Female,Indo-European,eng ,54,528,0.0094,0.083191,11,19
Spanish,Chile,SpanishMonolingual,Monolingual,22,2,3,Female,Indo-European,spa ,91,489,0.0193,0.398649,18,23
Serbian,Yugoslavia,SerbianEnglish,English,27,1,4,Female,Indo-European,srp ,85,502,0.0638,0.395005,11,19
Kurdish,Syria,KurdishArabic,Arabic,28,8,1,Male,Indo-European,kur ,67,516,0.0523,0.4257,11,22
English,UnitedKingdom,EnglishMonolingual,Monolingual,35,1,4,Male,Indo-European,eng ,105,502,0.0094,0.083191,11,19
English,Germany,EnglishMonolingual,Monolingual,21,29,3,Female,Indo-European,eng ,101,533,0.0094,0.083191,11,19
Swedish,Sweden,SwedishEnglish,English,33,2,3,Male,Indo-European,swe ,103,529,0,0.100457,8,22
Arabic,Morocco,ArabicFrench,French,15,7,2,Male,Afro-Asiatic,ara ,49,460,0.0638,0.595079,21,24
Pashto,Afghanistan,PashtoRussian,Russian,31,4,4,Female,Indo-European,pst ,19,479,NA,0.4588,18,21
French,France,FrenchEnglish,English,27,3,3,Female,Indo-European,fra ,113,577,0.0128,0.398095,10,15
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,34,1,3,Female,Indo-European,srp ,85,510,0.0638,0.395005,11,19
Japanese,Japan,JapaneseEnglish,English,33,4,4,Female,Japanese,jpn ,101,502,0.175,0.595079,26,20
Spanish,Argentina,SpanishMonolingual,Monolingual,29,1,4,Male,Indo-European,spa ,86,493,0.0193,0.398649,18,23
Portugese,Brazil,PortugeseEnglish,English,22,4,1,Female,Indo-European,por ,106,501,0.0586,0.4087,15,18
Tamazight,Morocco,TamazightFrench,French,22,15,3,Female,Afro-Asiatic,tzm ,49,496,0.0838,0.595079,20,26
German,Germany,GermanMonolingual,Monolingual,34,2,3,Female,Indo-European,deu ,101,562,-0.0171,0.037325,6,13
Arabic,Netherlands,ArabicEnglish,English,21,3,3,Male,Afro-Asiatic,ara ,118,511,0.0638,0.595079,21,24
Serbian,Yugoslavia,SerbianEnglish,English,34,6,4,Male,Indo-European,srp ,85,504,0.0638,0.395005,11,19
Swedish,Finland,SwedishFinnish,Finnish,21,3,3,Female,Indo-European,swe ,111,560,0,0.100457,8,22
Russian,USSR,RussianEnglish,English,25,2,4,Female,Indo-European,rus ,90,481,0.0468,0.396083,12,22
Croatian,Yugoslavia,CroatianEnglish,English,19,4,3,Female,Indo-European,hrv ,85,503,0.0638,0.395005,11,19
German,Germany,GermanEnglish,English,25,3,4,Female,Indo-European,deu ,101,623,-0.0171,0.037325,6,13
Tagalog,Philippines,TagalogEnglish,English,31,2,2,Female,Austronesian,tgl ,83,484,0.2423,0.595079,24,22
Croatian,Yugoslavia,CroatianMonolingual,Monolingual,37,11,3,Female,Indo-European,hrv ,85,540,0.0638,0.395005,11,19
Turkish,Turkey,TurkishEnglish,English,27,1,4,Male,Altaic,tur ,79,458,0.05,0.595079,8,20
Arabic,Morocco,ArabicFrench,French,35,2,3,Male,Afro-Asiatic,ara ,49,498,0.0638,0.595079,21,24
Lithuanian,USSR,LithuanianGerman,German,23,1,3,Female,Indo-European,lit ,90,601,0.0892,0.371065,7,18
Slovak,Czechslowakia,SlovakGerman,German,34,2,4,Female,Indo-European,slk ,90,521,NA,0.381011,NA,NA
Russian,USSR,RussianEnglish,English,31,2,3,Female,Indo-European,rus ,90,481,0.0468,0.396083,12,22
German,Germany,GermanEnglish,English,21,1,3,Female,Indo-European,deu ,101,580,-0.0171,0.037325,6,13
Croatian,Yugoslavia,CroatianEnglish,English,35,0,3,Female,Indo-European,hrv ,85,527,0.0638,0.395005,11,19
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,23,3,3,Female,Indo-European,srp ,85,476,0.0638,0.395005,11,19
German,Germany,GermanMonolingual,Monolingual,30,16,2,Female,Indo-European,deu ,101,582,-0.0171,0.037325,6,13
English,UnitedStates,EnglishSpanish,Spanish,26,1,4,Male,Indo-European,eng ,94,518,0.0094,0.083191,11,19
Turkish,Turkey,TurkishEnglish,English,24,3,3,Female,Altaic,tur ,79,485,0.05,0.595079,8,20
Vietnamese,Vietnam,VietnameseEnglish,English,19,1,3,Male,Austro-Asiatic,vie ,67,442,0.2859,0.595079,17,19
German,Switzerland,GermanEnglish,English,27,1,4,Female,Indo-European,deu ,94,553,-0.0171,0.037325,6,13
Romanian,Romania,RomanianEnglish,English,38,3,3,Female,Indo-European,ron ,86,505,0.0276,0.41365,24,20
Arabic,Netherlands,ArabicEnglish,English,0,18,1,Male,Afro-Asiatic,ara ,118,494,0.0638,0.595079,21,24
Greek,Greece,GreekEnglish,English,23,3,4,Male,Indo-European,ell ,102,495,0.0403,0.497357,21,18
Italian,Italy,ItalianEnglish,English,25,5,4,Female,Indo-European,ita ,99,547,-0.0011,0.358612,17,18
Slovak,Angola,SlovakPortugese,Portugese,16,7,4,Male,Indo-European,slk ,17,320,NA,0.381011,NA,NA
Hebrew,Israel,HebrewEnglish,English,34,2,2,Female,Afro-Asiatic,heb ,93,525,NA,0.595079,25,23
Russian,USSR,RussianMonolingual,Monolingual,28,3,2,Female,Indo-European,rus ,90,479,0.0468,0.396083,12,22
Arabic,Morocco,ArabicMonolingual,Monolingual,16,17,2,Male,Afro-Asiatic,ara ,49,513,0.0638,0.595079,21,24
Hungarian,Romania,HungarianRomanian,Romanian,22,2,3,Female,Uralic,hun ,86,537,0.0101,0.595079,6,13
Kurdish,Iraq,KurdishArabic,Arabic,21,2,3,Male,Indo-European,kur ,47,496,0.0523,0.4257,11,22
Russian,Ukraine,RussianMonolingual,Monolingual,34,7,1,Female,Indo-European,rus ,92,551,0.0468,0.396083,12,22
Kinyarwanda,Rwanda,KinyarwandaFrench,French,44,8,3,Male,Niger-Congo,kin ,16,487,0.0623,0.595079,13,16
Turkish,Turkey,TurkishGerman,German,26,15,3,Male,Altaic,tur ,79,507,0.05,0.595079,8,20
German,Germany,GermanMonolingual,Monolingual,34,12,1,Female,Indo-European,deu ,101,521,-0.0171,0.037325,6,13
Czech,Czechslowakia,CzechEnglish,English,25,3,3,Female,Indo-European,ces ,90,511,0.054,0.38518,9,15
French,Morocco,FrenchEnglish,English,19,2,3,Female,Indo-European,fra ,49,505,0.0128,0.398095,10,15
Persian,Afghanistan,PersianMonolingual,Monolingual,34,4,4,Female,Indo-European,fas ,19,510,0.0603,0.555295,21,21
Russian,USSR,RussianMonolingual,Monolingual,26,3,3,Female,Indo-European,rus ,90,487,0.0468,0.396083,12,22
Somali,Somalia,SomaliArabic,Arabic,21,2,3,Male,Afro-Asiatic,som ,8,487,0.042,0.595079,21,20
Russian,Russia,RussianMonolingual,Monolingual,16,2,3,Female,Indo-European,rus ,84,534,0.0468,0.396083,12,22
Bosnian,BosniaandHerzegovina,BosnianMonolingual,Monolingual,23,1,4,Female,Indo-European,bos ,91,525,0.0638,0.395005,11,19
English,UnitedKingdom,EnglishMonolingual,Monolingual,20,9,3,Male,Indo-European,eng ,105,606,0.0094,0.083191,11,19
Turkish,Turkey,TurkishMonolingual,Monolingual,25,4,3,Male,Altaic,tur ,79,442,0.05,0.595079,8,20
Greek,Greece,GreekEnglish,English,19,1,3,Female,Indo-European,ell ,102,523,0.0403,0.497357,21,18
Indonesian,Indonesia,IndonesianEnglish,English,18,1,3,Female,Austronesian,ind ,64,523,0.1461,0.595079,19,20
Serbian,Yugoslavia,SerbianEnglish,English,18,3,3,Male,Indo-European,srp ,85,517,0.0638,0.395005,11,19
Romanian,Romania,RomanianEnglish,English,25,2,3,Female,Indo-European,ron ,86,546,0.0276,0.41365,24,20
Turkish,Turkey,TurkishMonolingual,Monolingual,21,4,3,Male,Altaic,tur ,79,481,0.05,0.595079,8,20
German,Germany,GermanEnglish,English,22,1,3,Female,Indo-European,deu ,101,583,-0.0171,0.037325,6,13
Russian,USSR,RussianGerman,German,44,2,2,Female,Indo-European,rus ,90,542,0.0468,0.396083,12,22
English,UnitedStates,EnglishMonolingual,Monolingual,29,3,4,Male,Indo-European,eng ,94,511,0.0094,0.083191,11,19
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,37,3,3,Male,Indo-European,srp ,85,526,0.0638,0.395005,11,19
English,Argentina,EnglishEnglish,English,29,2,4,Female,Indo-European,eng ,86,530,0.0094,0.083191,11,19
Polish,Poland,PolishGerman,German,28,2,3,Female,Indo-European,pol ,100,478,0.0479,0.388004,14,25
Persian,Iran,PersianEnglish,English,31,7,3,Male,Indo-European,fas ,77,483,0.0603,0.555295,21,21
Urdu,Pakistan,UrduEnglish,English,24,2,3,Female,Indo-European,urd ,29,460,NA,0.4132,13,21
Bulgarian,Bulgaria,BulgarianEnglish,English,30,2,4,Female,Indo-European,bul ,90,524,0.0642,0.411091,12,21
Turkish,Turkey,TurkishMonolingual,Monolingual,30,5,3,Female,Altaic,tur ,79,469,0.05,0.595079,8,20
Czech,Czechslowakia,CzechGerman,German,30,1,4,Female,Indo-European,ces ,90,549,0.054,0.38518,9,15
English,UnitedKingdom,EnglishMonolingual,Monolingual,26,17,3,Female,Indo-European,eng ,105,538,0.0094,0.083191,11,19
Turkish,Netherlands,TurkishEnglish,English,27,2,4,Male,Altaic,tur ,118,558,0.05,0.595079,8,20
Ukranian,Ukraine,UkranianRussian,Russian,29,9,4,Female,Indo-European,ukr ,92,531,0.0468,0.3941,20,22
German,Germany,GermanMonolingual,Monolingual,29,2,3,Female,Indo-European,deu ,101,549,-0.0171,0.037325,6,13
Estonian,Estonia,EstonianEnglish,English,32,2,4,Female,Uralic,est ,100,548,0.0547,0.595079,NA,NA
Armenian,Armenia,ArmenianRussian,Russian,31,6,4,Female,Indo-European,hye ,88,513,0.0298,0.492995,21,23
French,Morocco,FrenchEnglish,English,36,3,1,Male,Indo-European,fra ,49,557,0.0128,0.398095,10,15
Turkish,Turkey,TurkishEnglish,English,23,3,1,Male,Altaic,tur ,79,518,0.05,0.595079,8,20
Tamazight,Morocco,TamazightDutch,Dutch,16,35,1,Male,Afro-Asiatic,tzm ,49,494,0.0838,0.595079,20,26
Turkish,Turkey,TurkishEnglish,English,22,7,4,Male,Altaic,tur ,79,505,0.05,0.595079,8,20
Arabic,Syria,ArabicEnglish,English,20,2,3,Male,Afro-Asiatic,ara ,67,507,0.0638,0.595079,21,24
Persian,Iran,PersianEnglish,English,31,4,4,Male,Indo-European,fas ,77,476,0.0603,0.555295,21,21
Portugese,Brazil,PortugeseEnglish,English,45,1,3,Female,Indo-European,por ,106,565,0.0586,0.4087,15,18
Arabic,Morocco,ArabicFrench,French,26,1,3,Female,Afro-Asiatic,ara ,49,457,0.0638,0.595079,21,24
Romanian,Romania,RomanianEnglish,English,38,2,4,Female,Indo-European,ron ,86,529,0.0276,0.41365,24,20
Spanish,Peru,SpanishEnglish,English,25,5,3,Female,Indo-European,spa ,85,478,0.0193,0.398649,18,23
Danish,Denmark,DanishEnglish,English,26,1,3,Female,Indo-European,dan ,124,538,0,0.0808,NA,NA
Persian,Iran,PersianEnglish,English,19,1,1,Female,Indo-European,fas ,77,470,0.0603,0.555295,21,21
German,Germany,GermanEnglish,English,33,2,3,Male,Indo-European,deu ,101,570,-0.0171,0.037325,6,13
Portugese,Brazil,PortugeseEnglish,English,24,3,3,Female,Indo-European,por ,106,551,0.0586,0.4087,15,18
English,UnitedKingdom,EnglishMonolingual,Monolingual,24,8,3,Female,Indo-European,eng ,105,520,0.0094,0.083191,11,19
Serbian,Yugoslavia,SerbianFrench,French,30,7,3,Female,Indo-European,srp ,85,504,0.0638,0.395005,11,19
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,39,2,4,Male,Indo-European,srp ,85,515,0.0638,0.395005,11,19
Portugese,Brazil,PortugeseEnglish,English,19,5,3,Female,Indo-European,por ,106,483,0.0586,0.4087,15,18
Romanian,Romania,RomanianGerman,German,35,2,4,Female,Indo-European,ron ,86,505,0.0276,0.41365,24,20
Serbian,Yugoslavia,SerbianEnglish,English,21,2,3,Male,Indo-European,srp ,85,539,0.0638,0.395005,11,19
Indonesian,Indonesia,IndonesianEnglish,English,32,4,4,Female,Austronesian,ind ,64,474,0.1461,0.595079,19,20
German,Germany,GermanEnglish,English,55,2,4,Female,Indo-European,deu ,101,562,-0.0171,0.037325,6,13
Russian,USSR,RussianEnglish,English,24,1,4,Female,Indo-European,rus ,90,542,0.0468,0.396083,12,22
Portugese,CapeVerde,PortugeseFrench,French,29,9,3,Female,Indo-European,por ,68,500,0.0586,0.4087,15,18
German,Netherlands,GermanEnglish,English,0,19,3,Female,Indo-European,deu ,118,592,-0.0171,0.037325,6,13
Persian,Iran,PersianGerman,German,49,5,4,Male,Indo-European,fas ,77,505,0.0603,0.555295,21,21
Persian,Iran,PersianEnglish,English,40,8,3,Female,Indo-European,fas ,77,464,0.0603,0.555295,21,21
German,Germany,GermanEnglish,English,22,1,1,Male,Indo-European,deu ,101,517,-0.0171,0.037325,6,13
Portugese,Angola,PortugeseEnglish,English,20,6,1,Male,Indo-European,por ,17,523,0.0586,0.4087,15,18
Hungarian,Hungary,HungarianGerman,German,22,5,3,Female,Uralic,hun ,96,467,0.0101,0.595079,6,13
Russian,Russia,RussianEnglish,English,27,1,3,Female,Indo-European,rus ,84,522,0.0468,0.396083,12,22
Turkish,Turkey,TurkishMonolingual,Monolingual,11,29,4,Male,Altaic,tur ,79,495,0.05,0.595079,8,20
Romanian,Romania,RomanianEnglish,English,19,1,3,Female,Indo-European,ron ,86,534,0.0276,0.41365,24,20
Romanian,Romania,RomanianEnglish,English,40,1,3,Female,Indo-European,ron ,86,493,0.0276,0.41365,24,20
Russian,USSR,RussianEnglish,English,38,3,4,Female,Indo-European,rus ,90,503,0.0468,0.396083,12,22
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,30,6,3,Female,Indo-European,srp ,85,555,0.0638,0.395005,11,19
Arabic,Morocco,ArabicFrench,French,26,1,4,Male,Afro-Asiatic,ara ,49,509,0.0638,0.595079,21,24
Rundi,Burundi,RundiFrench,French,29,2,3,Male,Niger-Congo,xxx ,13,445,0.0623,0.595079,19,20
English,UnitedKingdom,EnglishGerman,German,34,3,3,Female,Indo-European,eng ,105,497,0.0094,0.083191,11,19
Russian,USSR,RussianEnglish,English,23,1,4,Female,Indo-European,rus ,90,534,0.0468,0.396083,12,22
Danish,Denmark,DanishEnglish,English,30,1,4,Female,Indo-European,dan ,124,529,0,0.0808,NA,NA
German,Germany,GermanEnglish,English,26,7,3,Male,Indo-European,deu ,101,599,-0.0171,0.037325,6,13
Persian,Afghanistan,PersianEnglish,English,22,9,2,Female,Indo-European,fas ,19,497,0.0603,0.555295,21,21
Albanian,Albania,AlbanianEnglish,English,21,3,1,Male,Indo-European,sqi ,78,483,0.0412,0.595079,11,21
Italian,Italy,ItalianGerman,German,31,20,4,Female,Indo-European,ita ,99,581,-0.0011,0.358612,17,18
Turkish,Turkey,TurkishTurkish,Turkish,16,13,2,Female,Altaic,tur ,79,597,0.05,0.595079,8,20
Spanish,Spain,SpanishMonolingual,Monolingual,25,4,2,Female,Indo-European,spa ,118,561,0.0193,0.398649,18,23
Polish,Poland,PolishEnglish,English,24,2,3,Female,Indo-European,pol ,100,512,0.0479,0.388004,14,25
French,France,FrenchEnglish,English,15,3,3,Female,Indo-European,fra ,113,574,0.0128,0.398095,10,15
Persian,Iran,PersianMonolingual,Monolingual,20,3,3,Male,Indo-European,fas ,77,565,0.0603,0.555295,21,21
Polish,Poland,PolishEnglish,English,24,1,4,Female,Indo-European,pol ,100,553,0.0479,0.388004,14,25
Hebrew,Israel,HebrewEnglish,English,23,2,4,Female,Afro-Asiatic,heb ,93,534,NA,0.595079,25,23
Portugese,Brazil,PortugeseSpanish,Spanish,33,3,3,Female,Indo-European,por ,106,478,0.0586,0.4087,15,18
German,Germany,GermanEnglish,English,28,3,2,Female,Indo-European,deu ,101,504,-0.0171,0.037325,6,13
Danish,Denmark,DanishEnglish,English,25,2,4,Female,Indo-European,dan ,124,555,0,0.0808,NA,NA
Persian,Iran,PersianMonolingual,Monolingual,24,13,3,Male,Indo-European,fas ,77,549,0.0603,0.555295,21,21
Portugese,CapeVerde,PortugeseSpanish,Spanish,20,21,2,Male,Indo-European,por ,68,494,0.0586,0.4087,15,18
Arabic,Sudan,ArabicRomanian,Romanian,19,4,2,Male,Afro-Asiatic,ara ,31,492,0.0638,0.595079,21,24
Bosnian,BosniaandHerzegovina,BosnianEnglish,English,44,6,3,Male,Indo-European,bos ,91,497,0.0638,0.395005,11,19
Portugese,Brazil,PortugeseSpanish,Spanish,22,4,3,Female,Indo-European,por ,106,529,0.0586,0.4087,15,18
English,UnitedStates,EnglishSpanish,Spanish,26,0,3,Female,Indo-European,eng ,94,559,0.0094,0.083191,11,19
Croatian,Yugoslavia,CroatianEnglish,English,23,1,3,Female,Indo-European,hrv ,85,502,0.0638,0.395005,11,19
Turkish,Turkey,TurkishMonolingual,Monolingual,21,2,3,Female,Altaic,tur ,79,476,0.05,0.595079,8,20
Latvian,Latvia,LatvianEnglish,English,25,2,4,Female,Indo-European,lav ,99,526,0.0553,0.363589,7,18
Pashto,Afghanistan,PashtoEnglish,English,17,1,2,Male,Indo-European,pst ,19,581,NA,0.4588,18,21
Russian,Russia,RussianEnglish,English,34,2,3,Female,Indo-European,rus ,84,497,0.0468,0.396083,12,22
German,Germany,GermanEnglish,English,34,2,3,Female,Indo-European,deu ,101,575,-0.0171,0.037325,6,13
Polish,Poland,PolishMonolingual,Monolingual,24,6,3,Female,Indo-European,pol ,100,454,0.0479,0.388004,14,25
Spanish,Mexico,SpanishEnglish,English,26,2,4,Female,Indo-European,spa ,83,475,0.0193,0.398649,18,23
Arabic,Syria,ArabicEnglish,English,24,2,1,Male,Afro-Asiatic,ara ,67,503,0.0638,0.595079,21,24
Kurdish,Turkey,KurdishTurkish,Turkish,27,3,4,Male,Indo-European,kur ,79,506,0.0523,0.4257,11,22
Slovak,Czechslowakia,SlovakGerman,German,30,2,4,Female,Indo-European,slk ,90,506,NA,0.381011,NA,NA
Vietnamese,Vietnam,VietnameseEnglish,English,49,15,1,Female,Austro-Asiatic,vie ,67,471,0.2859,0.595079,17,19
Greek,Greece,GreekEnglish,English,27,4,3,Male,Indo-European,ell ,102,537,0.0403,0.497357,21,18
Serbian,Yugoslavia,SerbianPolish,Polish,31,4,4,Male,Indo-European,srp ,85,487,0.0638,0.395005,11,19
Arabic,Morocco,ArabicFrench,French,18,1,3,Female,Afro-Asiatic,ara ,49,515,0.0638,0.595079,21,24
German,Germany,GermanMonolingual,Monolingual,23,1,2,Female,Indo-European,deu ,101,589,-0.0171,0.037325,6,13
German,Germany,GermanEnglish,English,30,10,4,Female,Indo-European,deu ,101,606,-0.0171,0.037325,6,13
Danish,Denmark,DanishEnglish,English,29,2,4,Female,Indo-European,dan ,124,543,0,0.0808,NA,NA
Czech,Czechslowakia,CzechMonolingual,Monolingual,26,16,3,Female,Indo-European,ces ,90,538,0.054,0.38518,9,15
Russian,USSR,RussianEnglish,English,37,5,4,Female,Indo-European,rus ,90,520,0.0468,0.396083,12,22
Finnish,Finland,FinnishEnglish,English,29,4,4,Female,Uralic,fin ,111,554,0.0277,0.595079,13,17
English,SouthAfrica,EnglishAfrikaans,Afrikaans,32,2,4,Male,Indo-European,eng ,93,558,0.0094,0.083191,11,19
German,Germany,GermanEnglish,English,24,7,3,Female,Indo-European,deu ,101,542,-0.0171,0.037325,6,13
Hungarian,Hungary,HungarianEnglish,English,28,4,3,Female,Uralic,hun ,96,543,0.0101,0.595079,6,13
English,UnitedKingdom,EnglishFrench,French,28,18,1,Male,Indo-European,eng ,105,540,0.0094,0.083191,11,19
Serbian,Yugoslavia,SerbianEnglish,English,20,2,3,Female,Indo-European,srp ,85,562,0.0638,0.395005,11,19
English,UnitedKingdom,EnglishMonolingual,Monolingual,23,1,4,Female,Indo-European,eng ,105,515,0.0094,0.083191,11,19
Arabic,Iraq,ArabicEnglish,English,28,6,4,Male,Afro-Asiatic,ara ,47,515,0.0638,0.595079,21,24
German,Germany,GermanEnglish,English,29,0,4,Female,Indo-European,deu ,101,545,-0.0171,0.037325,6,13
Arabic,Morocco,ArabicFrench,French,19,2,1,Male,Afro-Asiatic,ara ,49,481,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,29,2,4,Male,Afro-Asiatic,ara ,49,492,0.0638,0.595079,21,24
Arabic,Sudan,ArabicEnglish,English,27,3,3,Male,Afro-Asiatic,ara ,31,476,0.0638,0.595079,21,24
Spanish,CostaRica,SpanishEnglish,English,28,3,1,Female,Indo-European,spa ,79,492,0.0193,0.398649,18,23
Serbian,Portugal,SerbianEnglish,English,24,2,3,Female,Indo-European,srp ,97,557,0.0638,0.395005,11,19
Vietnamese,Vietnam,VietnameseEnglish,English,33,2,4,Female,Austro-Asiatic,vie ,67,493,0.2859,0.595079,17,19
